review,rating,sentiment
"Pretty damn good burgers and iced tea.  The BOX burger was flawless. Fries were decent, but lacked a crispness that would have been nice.Service was painfully slow.  Like stoner slow.  Friendly but stoner.  But part of the problem are the idiot customers who cannot make up their low IQ minds.  (If you're standing in line for 15 minutes, make up your mind!)There is a sign that suggests no exceptions or modifications.  Everyone ahead modified their order.  Pathetic customers.  The menu was designed well.  To continue my customer rant, If you have food allergies, phobias or dislike, cook and eat at home.   This baby behavior is getting lunatic.  Whiners.  To conclude, a second or third visit is necessary.",4.0,1
"My husband and I visited this place last Friday.  When we got there around 6pm there was a long line, so we took that as a good sign.  We ordered cheese burger, turkey BLT wrap, and fries.  Everything was well prepared and very tasty.  Some people may consider $8 for wrap and almost $10 for burger as pricey, but I rather pay a slightly more and have a great dining experience.  If what I prepare at home was better, there would be no point for me to dine out.",5.0,1
"Everything we ordered was delicious, fresh, crispy, perfectly seasoned, made on spot and reasonably priced. For New Yorkers who have access to the best restaurants daily, we thought this food truck / box is a gem! Highly recommended.Great drinks and good vegetarian options!",5.0,1
"This has the best burgers, chili, lemonade, ice cream, salads, blah, blah, blah, you name it. Best food no matter what you feel like eating. We miss it during the winter but now it's open again. Thank God.",5.0,1
"Delicious food, varied menu, gluten free bread available, clean looking kitchen, nice food presentation, picnic benches on grass, nice selection of beverages, friendly staff, reasonably priced.  Also enjoyed the music playing. Had grass fed beef burger, falafel burger with gf bun, and vegetable spring rolls with a San Pellegrino.  Much better environment, menu, and food than expected for a drive up place. Must go back and have ice cream next time!",5.0,1
Great on the go for sandwiches and soup. Had the steak and cheese sandwich with the Lobster Corn chowder. Great quick stop and very popular! Just has a Porta potty and is only open seasonally.,5.0,1
"Excellent food at this no frills gourmet burger shack.  The Box Burger with tomato bacon jam was excellent.  The fries with truffle oil and parmesan and the fries pickles were terrific too.  Great fresh squeezed lemonade and Arnold Palmers to wash it all down.  The line was long and the service was slow, but friendly.  So, expect a wait.",5.0,1
Amazing food and well worth the wait! Try the Cuban and some shack lemonade! You won't be disappointed! Highly recommend,5.0,1
This is not the place to go if you are in a hurry. It took longer to order my food than it did to make it. The food was so fresh and so hot I had to wait to eat it. The lawn games is a great perk! I got the grilled chicken sandwich and it was delicious!! I can't wait to try something else!,5.0,1
"The Bistro Box takes the classic New England roadside food shack and elevates it to Great Barrington levels of fanciness.  This is high end gastropub quality food at not much more than fast food prices.  Two excellent sandwiches and a huge order of fries will set you back about $20.  I had the Cuban, which is a well executed traditional take on the sandwich.  The fries are borderline perfect.  Crisp, hand cut, delicious.  My only complaints are that the fries could have had more salt on them (easily remedied) and that they could offer some aioli to dip them in instead of ketchup.",5.0,1
"Like to wait nearly an hour for a very average burger? Well then, this is your dream spot.",1.0,0
"Had lunch today at Bistro Box - amazing as always!  The food was so fresh, and the presentation just adds to the great freshness and flavors of the food!  Excellent!  The Veggie Spring Rolls - amazing so fresh and beautifully presented it made my day.  The old faithful we always get - Parmesan Truffle Fries still amazing!  Hot fresh - please check them out you won't be disappointed.",5.0,1
Great place to eat with family. I face it 4 stars because their is always a long line. Plan on at 30 min wait.  I also wish they had a few heather options.,4.0,1
"Yum! You have to wait in line, but on a nice day it's not a big deal. Good vegetarian options, pleasant outdoor eating area.",5.0,1
"Couldn't be more delighted with our lunch! Thanks to all yelpers who recommended!!!! Super friendly staff who all seemed genuinely happy!!! Despite working so hard they were all cheerful and pleasant. Another awesome part of the experience.Super reasonable prices and the freshest best food!!!Everything cooked to order Cheeseburger is flavorful delicate and juicy on a to die for brioche bun that is perfectly toasted and not soggy from the juicy burger. Perfect!!Garlic herb fries are crisp flavorful and addictiveIced tea fantasticHusband got turkey blt roll up it was flavorful and good portion size. He really loved it on the spinach wrap.You essentially order at the window and then pick up your tray to eat at one of about a dozen picnic tables under huge shady trees.They have frisbees and you can play on the huuuuuuuge beautiful lawn while you wait, or indulge in a game of Cornhole.Line moves quickly",5.0,1
